id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews,Specialisation,No of Beds,Insurance Schemes
Hospital #492,Gurgaon,Haryana,Gurugram,1241.0,28.40308666883228,77.08625619715808,4.5,4043,Gynecology,22,"NHM, PMSSY, NUHM, NRHM, OPD"
Hospital #493,Gurgaon,Haryana,Gurugram,1241.0,28.50259836099961,77.10397666302651,4.7,1727,Psychiatry,18,"PMSSY, AB-PMJAY, AIIMS, NHA, OPD"
Hospital #494,Gurgaon,Haryana,Gurugram,1241.0,28.378236554732883,76.9770239533224,3.4,380,Endocrinology,5,"NRHM, CGHS, PMSSY, MoHFW, AIIMS, NUHM"
Hospital #495,Gurgaon,Haryana,Gurugram,1241.0,28.04951362887635,77.11108746053037,3.5,59,"Gynecology, Nephrology",17,"NUHM, PMSSY, AB-PMJAY, AIIMS, MoHFW, CGHS"
Hospital #496,Gurgaon,Haryana,Gurugram,1241.0,28.5436628531046,77.11377020142034,3.6,679,Nephrology,33,"AB-PMJAY, NHM, NRHM, OPD, MoHFW, CGHS"
Hospital #497,Gurgaon,Haryana,Gurugram,1241.0,28.411620739652165,76.92515535941544,4.1,520,"Gastroenterology, Pulmonology",34,"MoHFW, NRHM, OPD, NHA, AB-PMJAY"
Hospital #498,Gurgaon,Haryana,Gurugram,1241.0,28.394638745761466,76.9863139136491,4.2,288,Urology,9,"NHM, AIIMS, PMSSY, NHA, MoHFW"
Hospital #499,Gurgaon,Haryana,Gurugram,1241.0,28.431214312883974,77.06886168635603,4.8,13800,"Neurology, Oncology",27,"NHA, NRHM, CGHS, PMSSY, AIIMS, AB-PMJAY"
Hospital #500,Gurgaon,Haryana,Gurugram,1241.0,28.769179972961247,77.20082720729647,3.1,207,"Pulmonology, Orthopedics",27,"CGHS, MoHFW, PMSSY, AIIMS, NHM"
Hospital #501,Gurgaon,Haryana,Gurugram,1241.0,28.564574411664324,77.1248935985473,4.1,405,"Nephrology, Neurology",28,"AIIMS, PMSSY, NHA, AB-PMJAY, MoHFW, OPD"
Hospital #502,Gurgaon,Haryana,Gurugram,1241.0,28.46450754369051,77.25668636698202,4.3,76,Endocrinology,13,"PMSSY, AB-PMJAY, NUHM, AIIMS, NRHM, OPD"
Hospital #503,Gurgaon,Haryana,Gurugram,1241.0,28.29230912306245,77.18289559983388,3.8,49,Dermatology,17,"PMSSY, MoHFW, NRHM, NHM, AB-PMJAY, NUHM"
Hospital #504,Gurgaon,Haryana,Gurugram,1241.0,28.70155775948631,76.86199579210256,3.3,205,Cardiology,27,"AB-PMJAY, NHA, NHM, NUHM, NRHM, CGHS"
Hospital #505,Gurgaon,Haryana,Gurugram,1241.0,28.9357753482874,76.66581257024941,3.5,24,"Oncology, Gastroenterology",15,"CGHS, NHM, NHA, OPD, AB-PMJAY, NUHM"
Hospital #506,Gurgaon,Haryana,Gurugram,1241.0,28.444031114849576,76.97283552432293,4.2,331,"Pediatrics, Ophthalmology",1,"CGHS, NHM, MoHFW, NHA, AIIMS"
Hospital #507,Gurgaon,Haryana,Gurugram,1241.0,28.561465377285028,77.03185817238348,4.0,262,"Cardiology, Dermatology",41,"NHA, MoHFW, NRHM, PMSSY, OPD, AB-PMJAY"
Hospital #508,Gurgaon,Haryana,Gurugram,1241.0,28.37750367977259,77.04422831915247,4.5,63,Nephrology,28,"AIIMS, NUHM, CGHS, AB-PMJAY, PMSSY, NHA"
Hospital #509,Gurgaon,Haryana,Gurugram,1241.0,28.40489035354516,76.88977541990167,4.5,498,Oncology,3,"NHM, AB-PMJAY, PMSSY, MoHFW, NHA, OPD"
Hospital #510,Gurgaon,Haryana,Gurugram,1241.0,29.767456000819184,76.92441550937853,4.2,201,Gynecology,11,"PMSSY, AIIMS, OPD, NRHM, NUHM, NHA"
Hospital #511,Gurgaon,Haryana,Gurugram,1241.0,29.71158302485209,77.02196446681641,4.2,201,"Oncology, Endocrinology",14,"NRHM, NHM, NHA, MoHFW, AIIMS"
Hospital #512,Gurgaon,Haryana,Gurugram,1241.0,29.5443621909026,77.08033142949567,4.1,229,"Cardiology, Nephrology",33,"PMSSY, OPD, AB-PMJAY, CGHS, MoHFW"
Hospital #513,Hisar,Haryana,Hisar,438.0,29.702656014991632,76.98406753564839,4.0,262,Pulmonology,2,"AB-PMJAY, NUHM, NHM, CGHS, AIIMS"
Hospital #514,Karnal,Haryana,Karnal,598.0,29.698585633066514,76.99892905713183,4.0,262,"Pulmonology, Urology",29,"AIIMS, NHM, PMSSY, NUHM, NRHM, AB-PMJAY"
Hospital #515,Karnal,Haryana,Karnal,598.0,29.35506581691876,76.5183420210934,4.2,13,"Pulmonology, Orthopedics",15,"NHA, CGHS, AB-PMJAY, AIIMS, NRHM"
Hospital #516,Karnal,Haryana,Karnal,598.0,29.79391204598755,77.25964828035008,4.5,34,Oncology,32,"NHM, AB-PMJAY, AIIMS, NHA, PMSSY, MoHFW"
Hospital #517,Karnal,Haryana,Karnal,598.0,29.74891806611943,76.94630484744856,4.1,229,"Oncology, Ophthalmology",33,"NHM, AIIMS, NHA, AB-PMJAY, MoHFW, CGHS"
Hospital #518,Karnal,Haryana,Karnal,598.0,29.7571027846489,76.98115500125506,5.0,2592,Nephrology,14,"OPD, PMSSY, NUHM, NRHM, CGHS"
Hospital #519,Karnal,Haryana,Karnal,598.0,29.91950381974346,76.84443135524958,4.3,201,"General Surgery, Cardiology",22,"AB-PMJAY, NUHM, MoHFW, PMSSY, OPD, AIIMS"
Hospital #520,Kurushestra,Haryana,Kurukshetra,630.0,29.99016311259924,76.80399163276284,3.1,42,Pulmonology,34,"AIIMS, PMSSY, OPD, NUHM, NHM, CGHS"
Hospital #521,Palwal,Haryana,Palwal,761.0,28.09915252266303,77.25067577172467,4.9,5,Orthopedics,39,"AIIMS, NRHM, PMSSY, AB-PMJAY, OPD, NUHM"
Hospital #522,Palwal,Haryana,Palwal,761.0,28.156401849544583,77.28938717365476,4.6,184,Gastroenterology,14,"OPD, CGHS, NUHM, MoHFW, PMSSY"
Hospital #523,Panchkula,Haryana,Panchkula,622.0,30.749767989069326,76.86436915147215,4.6,1191,Endocrinology,12,"NHA, NHM, PMSSY, AB-PMJAY, NUHM"
Hospital #524,Panchkula,Haryana,Panchkula,622.0,30.68396892431413,76.86480685521494,4.1,381,Neurology,27,"NRHM, NUHM, AB-PMJAY, CGHS, PMSSY, AIIMS"
Hospital #525,Panchkula,Haryana,Panchkula,622.0,30.61689554288672,76.83623803233077,4.5,4123,"Orthopedics, Oncology",27,"NHM, CGHS, AB-PMJAY, OPD, NRHM, PMSSY"
Hospital #526,Panchkula,Haryana,Panchkula,622.0,30.67982185560249,76.79290818034939,4.5,1403,Oncology,34,"AIIMS, MoHFW, NHA, PMSSY, AB-PMJAY"
Hospital #527,Panchkula,Haryana,Panchkula,622.0,30.658196987272348,76.93885464241114,4.1,229,"Neurology, Urology",33,"NUHM, CGHS, PMSSY, OPD, NHA, NHM"
Hospital #528,Panchkula,Haryana,Panchkula,622.0,30.708394416388785,76.88270973849717,4.8,7750,"Ophthalmology, Gynecology",33,"MoHFW, NUHM, NHM, NRHM, PMSSY"
Hospital #529,Panipat,Haryana,Panipat,949.0,29.429373675796946,76.9616991806626,4.7,342,"Dermatology, Nephrology",28,"NUHM, PMSSY, CGHS, NHA, MoHFW, AB-PMJAY"
Hospital #530,Panipat,Haryana,Panipat,949.0,29.25372722484396,76.55822292817388,2.8,116,"Neurology, General Surgery",24,"AIIMS, CGHS, NRHM, PMSSY, OPD, NHA"
Hospital #531,Panipat,Haryana,Panipat,949.0,29.335335722623785,77.00342230281646,4.8,5008,Psychiatry,12,"NRHM, MoHFW, NHM, CGHS, OPD"
Hospital #532,Panipat,Haryana,Panipat,949.0,29.36865137779209,76.88883929350538,3.6,28,"Orthopedics, Psychiatry",17,"NUHM, NRHM, MoHFW, AIIMS, NHM"
Hospital #533,Rewari,Haryana,Rewari,562.0,28.31673919763772,76.58403408806919,3.6,58,General Surgery,7,"NHM, MoHFW, NHA, AB-PMJAY, CGHS, OPD"
Hospital #534,Rewari,Haryana,Rewari,562.0,28.23373437279,76.67322349029165,4.5,200,Ophthalmology,19,"NUHM, NHM, PMSSY, CGHS, OPD"
Hospital #535,Rewari,Haryana,Rewari,562.0,28.08921602663872,76.52369179045719,3.6,485,"Oncology, Pulmonology",40,"AIIMS, NUHM, AB-PMJAY, CGHS, OPD"
Hospital #536,Rewari,Haryana,Rewari,562.0,28.269062370011973,77.19558211797599,3.9,17,"Nephrology, Oncology",3,"CGHS, NHM, OPD, NHA, NRHM"
Hospital #537,Rohtak,Haryana,Rohtak,607.0,28.91347251103057,76.568252412167,4.4,240,Urology,26,"CGHS, NHA, MoHFW, NUHM, OPD"
Hospital #538,Rohtak,Haryana,Rohtak,607.0,28.913249854228617,76.66386757174652,4.4,1319,"Psychiatry, Pulmonology",17,"PMSSY, MoHFW, CGHS, AIIMS, AB-PMJAY"
Hospital #539,Sirsa,Haryana,Sirsa,303.0,29.540958327464885,75.0350403944744,4.8,1173,Pulmonology,18,"OPD, AB-PMJAY, NHM, NRHM, CGHS"
Hospital #540,Sirsa,Haryana,Sirsa,303.0,29.53577616180183,75.01876676788457,4.9,421,Ophthalmology,13,"CGHS, NHM, AB-PMJAY, AIIMS, NHA"
Hospital #541,Sohna,Haryana,Gurugram,1241.0,28.21977514197645,77.22727491649943,3.9,44,"Urology, Neurology",29,"NUHM, OPD, MoHFW, NHA, PMSSY, NHM"
Hospital #542,Sonepat,Haryana,Sonipat,697.0,29.146156702934483,76.83925105429428,3.3,271,Psychiatry,7,"NHA, AIIMS, AB-PMJAY, CGHS, PMSSY, NHM"
Hospital #543,Yamuna Nagar,Haryana,Yamunanagar,687.0,30.13922041421973,77.29068774306324,4.3,860,Dermatology,6,"CGHS, NHM, AB-PMJAY, MoHFW, NRHM, OPD"
Hospital #544,Yamuna Nagar,Haryana,Yamunanagar,687.0,30.07755055244868,77.2730548779594,2.9,69,Gastroenterology,25,"NHA, NRHM, AIIMS, CGHS, OPD, AB-PMJAY"
Hospital #545,Bilaspur,Himachal Pradesh,Bilaspur,327.0,31.90776429964552,76.24205796516709,3.9,7,"Ophthalmology, Neurology",14,"NHA, NRHM, MoHFW, NUHM, OPD, NHM"
Hospital #545,Bilaspur,Himachal Pradesh,Bilaspur,460.0,31.90776429964552,76.24205796516709,3.9,7,"Endocrinology, Ophthalmology",17,"AB-PMJAY, NRHM, PMSSY, AIIMS, CGHS"
Hospital #546,Bilaspur,Himachal Pradesh,Bilaspur,327.0,31.85335749473278,76.26593815054605,3.0,166,"Psychiatry, Gastroenterology",28,"NHM, PMSSY, OPD, NRHM, NHA, AB-PMJAY"
Hospital #546,Bilaspur,Himachal Pradesh,Bilaspur,460.0,31.85335749473278,76.26593815054605,3.0,166,"General Surgery, Neurology",30,"NHA, MoHFW, NUHM, OPD, NHM, AB-PMJAY"
Hospital #547,Kangra,Himachal Pradesh,Kangra,263.0,31.88362363449093,76.31167452674836,4.6,357,Ophthalmology,20,"AB-PMJAY, OPD, NHM, NHA, NRHM, MoHFW"
Hospital #548,Mandi,Himachal Pradesh,Mandi,253.0,31.71668148904668,76.91376022566432,4.1,229,Psychiatry,10,"NHA, OPD, MoHFW, NUHM, CGHS, PMSSY"
Hospital #549,Mandi,Himachal Pradesh,Mandi,253.0,31.7141561474196,76.90588130194783,3.6,48,Nephrology,20,"NUHM, AIIMS, MoHFW, NHA, PMSSY"
Hospital #550,Mandi,Himachal Pradesh,Mandi,253.0,31.58155110335648,76.96837641986457,4.7,9,General Surgery,16,"CGHS, PMSSY, MoHFW, AB-PMJAY, NHA, AIIMS"
Hospital #551,Solan,Himachal Pradesh,Solan,298.0,31.09281679065972,76.86623216576058,4.0,77,Oncology,1,"AB-PMJAY, NUHM, NHM, OPD, PMSSY"
Hospital #552,Solan,Himachal Pradesh,Solan,298.0,30.895813289957385,76.70918471555845,4.2,201,Gynecology,21,"AIIMS, NHA, OPD, AB-PMJAY, NRHM"
Hospital #553,Solan,Himachal Pradesh,Solan,298.0,30.699964043955628,76.62377918048439,3.7,66,"Cardiology, Dermatology",25,"NHM, PMSSY, OPD, AIIMS, NHA"
Hospital #554,Jammu,Jammu Kashmir,Jammu,596.0,32.7467508723985,74.91541125641766,3.9,254,"Endocrinology, Pulmonology",19,"NHM, NUHM, PMSSY, OPD, AB-PMJAY"
Hospital #555,Jammu,Jammu Kashmir,Jammu,596.0,32.715637101441246,74.88537918275482,4.3,500,Gastroenterology,19,"CGHS, MoHFW, NRHM, NUHM, OPD, AB-PMJAY"
Hospital #556,Jammu,Jammu Kashmir,Jammu,596.0,32.71019674192368,74.93930217127503,3.0,75,Gynecology,15,"MoHFW, NHM, NUHM, AB-PMJAY, AIIMS"
Hospital #557,Jammu,Jammu Kashmir,Jammu,596.0,32.78505164125521,74.84160698981135,3.7,384,"Orthopedics, Nephrology",32,"AIIMS, NUHM, AB-PMJAY, PMSSY, NRHM, CGHS"
Hospital #558,Srinagar,Jammu Kashmir,Srinagar,703.0,34.09055863170966,74.77971997405263,4.8,8032,"Endocrinology, Psychiatry",10,"NHM, AIIMS, NHA, OPD, PMSSY"
Hospital #559,Srinagar,Jammu Kashmir,Srinagar,703.0,34.054526260413304,74.85378219393411,3.1,231,"Dermatology, Urology",36,"PMSSY, NUHM, OPD, AB-PMJAY, NRHM"
Hospital #560,Srinagar,Jammu Kashmir,Srinagar,703.0,32.95175829728466,74.93748468279315,4.7,11630,"Urology, Ophthalmology",13,"NHA, AB-PMJAY, AIIMS, NRHM, NUHM, PMSSY"
Hospital #561,Bokaro,Jharkhand,Bokaro,716.0,23.64652210423592,86.18142415425861,2.9,73,Nephrology,24,"AB-PMJAY, PMSSY, MoHFW, CGHS, NUHM, AIIMS"
Hospital #562,Bokaro,Jharkhand,Bokaro,716.0,23.52330301167917,86.19756225786983,2.4,11,"Gynecology, Endocrinology",36,"PMSSY, CGHS, AB-PMJAY, AIIMS, OPD"
Hospital #563,Bokaro,Jharkhand,Bokaro,716.0,23.62841596234592,86.0308229349536,3.5,16,"Urology, Gynecology",19,"NHA, AIIMS, MoHFW, NHM, PMSSY, NRHM"
Hospital #564,Bokaro,Jharkhand,Bokaro,716.0,23.669017215402214,86.1430035053196,2.8,261,"Pediatrics, Nephrology",29,"NHM, CGHS, NUHM, MoHFW, AIIMS, NRHM"
Hospital #565,Bokaro,Jharkhand,Bokaro,716.0,23.68132961037488,86.14320699659805,4.2,92,"Gynecology, Endocrinology",18,"OPD, NRHM, AB-PMJAY, NHM, CGHS"
Hospital #566,Bokaro,Jharkhand,Bokaro,716.0,23.787515594152715,86.29837067895713,3.6,7,"Neurology, Nephrology",13,"CGHS, AB-PMJAY, AIIMS, PMSSY, OPD, MoHFW"
Hospital #567,Bokaro,Jharkhand,Bokaro,716.0,23.89262979238499,86.27695486517798,4.0,7,"Orthopedics, Ophthalmology",42,"AIIMS, NUHM, PMSSY, CGHS, MoHFW, OPD"
Hospital #568,Dhanbad,Jharkhand,Dhanbad,1316.0,23.842395904642945,86.43551293960314,3.7,858,"Oncology, Orthopedics",26,"CGHS, MoHFW, PMSSY, AB-PMJAY, NHM, NUHM"
Hospital #569,Dhanbad,Jharkhand,Dhanbad,1316.0,23.80926279055272,86.42394052400931,4.0,1217,Dermatology,39,"NRHM, NHM, AB-PMJAY, CGHS, AIIMS, MoHFW"
Hospital #570,Dhanbad,Jharkhand,Dhanbad,1316.0,23.914165817835645,86.52502462284778,4.1,18,Neurology,35,"CGHS, AIIMS, NHM, NUHM, OPD, PMSSY"
Hospital #571,Bangalore,Karnataka,Bangalore Urban,4378.0,13.046756837301396,77.71709100148644,4.0,1135,General Surgery,11,"OPD, AIIMS, NHM, PMSSY, AB-PMJAY"
Hospital #572,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97940604157257,77.50575444862133,4.0,393,Orthopedics,14,"NHM, OPD, NHA, AIIMS, AB-PMJAY"
Hospital #573,Bangalore,Karnataka,Bangalore Urban,4378.0,12.9410686686838,77.59187534277692,4.6,4792,"Oncology, Gynecology",28,"MoHFW, OPD, NHA, NHM, NRHM"
Hospital #574,Bangalore,Karnataka,Bangalore Urban,4378.0,12.905889341987582,77.58501369184548,4.7,18633,Urology,14,"AIIMS, AB-PMJAY, PMSSY, MoHFW, CGHS, NHA"
Hospital #575,Bangalore,Karnataka,Bangalore Urban,4378.0,12.936139080782176,77.51216646865467,4.6,6052,"Neurology, General Surgery",29,"NHA, PMSSY, NRHM, AIIMS, AB-PMJAY, CGHS"
Hospital #576,Bangalore,Karnataka,Bangalore Urban,4378.0,12.844232410562988,77.75928543574783,2.4,6,"Pediatrics, Cardiology",23,"NRHM, PMSSY, NHM, AB-PMJAY, OPD"
Hospital #577,Bangalore,Karnataka,Bangalore Urban,4378.0,12.994767576963888,77.59656518657061,4.2,160,"General Surgery, Pediatrics",12,"MoHFW, NHM, NHA, OPD, NUHM"
Hospital #578,Bangalore,Karnataka,Bangalore Urban,4378.0,12.881071715451135,77.59264380371474,4.1,450,Endocrinology,20,"NUHM, MoHFW, NRHM, NHM, NHA"
Hospital #579,Bangalore,Karnataka,Bangalore Urban,4378.0,12.974714892915207,77.6158194299276,4.0,627,General Surgery,21,"NRHM, PMSSY, NUHM, MoHFW, AB-PMJAY"
Hospital #580,Bangalore,Karnataka,Bangalore Urban,4378.0,12.902886938080226,77.48334801610152,4.0,147,Cardiology,3,"CGHS, NHM, NUHM, NHA, OPD"
Hospital #581,Bangalore,Karnataka,Bangalore Urban,4378.0,12.914202597354354,77.58739227571537,3.8,40,"General Surgery, Pediatrics",11,"AB-PMJAY, OPD, AIIMS, NUHM, NHA, PMSSY"
Hospital #582,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01670991994558,77.54461523665779,4.6,2863,"Gastroenterology, Psychiatry",5,"NHM, CGHS, NRHM, AIIMS, NHA, OPD"
Hospital #583,Bangalore,Karnataka,Bangalore Urban,4378.0,13.100772446494954,77.17696996187136,3.4,29,Orthopedics,8,"AIIMS, NRHM, NUHM, PMSSY, NHM, OPD"
Hospital #584,Bangalore,Karnataka,Bangalore Urban,4378.0,13.174487034447791,77.37899246771727,1.8,8,"Gastroenterology, Psychiatry",18,"AIIMS, PMSSY, NHA, NRHM, AB-PMJAY"
Hospital #585,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10738275871795,77.60033815273982,4.2,567,"Ophthalmology, Orthopedics",41,"MoHFW, AB-PMJAY, OPD, NHM, PMSSY, NHA"
Hospital #586,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00045597257516,77.56093670250715,4.3,1967,"Orthopedics, Urology",14,"CGHS, NHM, OPD, PMSSY, NRHM, AIIMS"
Hospital #587,Bangalore,Karnataka,Bangalore Urban,4378.0,12.88032427989511,77.59104115918124,4.7,1184,"Urology, Neurology",33,"MoHFW, NRHM, NHA, OPD, CGHS"
Hospital #588,Bangalore,Karnataka,Bangalore Urban,4378.0,13.290130190425891,77.44054001981473,2.5,243,"Oncology, General Surgery",10,"AB-PMJAY, PMSSY, OPD, CGHS, NHM"
Hospital #589,Bangalore,Karnataka,Bangalore Urban,4378.0,12.981471324119273,77.65096109141852,3.1,320,"Oncology, Pediatrics",38,"NHA, MoHFW, CGHS, AB-PMJAY, NHM, NRHM"
Hospital #590,Bangalore,Karnataka,Bangalore Urban,4378.0,13.014054764317684,77.65459627685779,4.1,2374,General Surgery,41,"OPD, AIIMS, CGHS, MoHFW, NHM"
Hospital #591,Bangalore,Karnataka,Bangalore Urban,4378.0,12.884942938676332,77.2509507981793,3.7,7,Dermatology,29,"NRHM, AIIMS, NUHM, NHM, PMSSY"
Hospital #592,Bangalore,Karnataka,Bangalore Urban,4378.0,13.160907858158756,77.78545724434717,4.0,161,Neurology,31,"MoHFW, NHM, AB-PMJAY, NHA, OPD, CGHS"
Hospital #593,Bangalore,Karnataka,Bangalore Urban,4378.0,12.935006082228892,77.52523049309876,4.1,778,"Pediatrics, Ophthalmology",16,"NHA, AB-PMJAY, PMSSY, MoHFW, CGHS"
Hospital #594,Bangalore,Karnataka,Bangalore Urban,4378.0,12.963487874610893,77.59812899904522,4.4,323,"Nephrology, Dermatology",18,"OPD, NUHM, NRHM, CGHS, AIIMS"
Hospital #595,Bangalore,Karnataka,Bangalore Urban,4378.0,12.882817447474014,77.5238099092259,2.9,99,Neurology,14,"NUHM, NRHM, MoHFW, NHA, OPD"
Hospital #596,Bangalore,Karnataka,Bangalore Urban,4378.0,13.6061875,77.5117429,3.2,115,"General Surgery, Ophthalmology",14,"NHM, NRHM, NHA, AIIMS, AB-PMJAY, NUHM"
Hospital #597,Bangalore,Karnataka,Bangalore Urban,4378.0,12.919302780393092,77.57895830430616,4.8,7920,Endocrinology,9,"NRHM, NHA, CGHS, AB-PMJAY, OPD"
Hospital #598,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00196954476299,77.59351337612341,4.5,2109,Oncology,40,"NRHM, NUHM, MoHFW, CGHS, NHA"
Hospital #599,Bangalore,Karnataka,Bangalore Urban,4378.0,12.956747109106292,77.73993642677011,4.6,18995,"Pediatrics, General Surgery",13,"NHA, NHM, CGHS, NRHM, AB-PMJAY, PMSSY"
Hospital #600,Bangalore,Karnataka,Bangalore Urban,4378.0,12.85847279046925,77.53544835845739,4.3,281,"Endocrinology, Nephrology",21,"NUHM, AIIMS, NHM, AB-PMJAY, NHA, MoHFW"
Hospital #601,Bangalore,Karnataka,Bangalore Urban,4378.0,12.943815099497282,77.57990255874675,4.0,132,"Dermatology, Oncology",9,"PMSSY, OPD, AIIMS, NRHM, CGHS"
Hospital #602,Bangalore,Karnataka,Bangalore Urban,4378.0,13.068784206540013,77.62674147391122,4.4,662,Endocrinology,18,"NRHM, AIIMS, NHA, NHM, NUHM"
Hospital #603,Bangalore,Karnataka,Bangalore Urban,4378.0,12.982039927820438,77.61748572097096,4.1,229,Cardiology,6,"PMSSY, NUHM, NRHM, CGHS, AB-PMJAY"
Hospital #604,Bangalore,Karnataka,Bangalore Urban,4378.0,13.057891555463868,77.57841570600155,4.4,1315,Orthopedics,23,"MoHFW, AIIMS, CGHS, NUHM, OPD, PMSSY"
Hospital #605,Bangalore,Karnataka,Bangalore Urban,4378.0,12.970024663382253,77.5913734463696,4.3,1367,"General Surgery, Gastroenterology",20,"NUHM, CGHS, MoHFW, NHA, OPD"
Hospital #606,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10313048164914,77.67387741055921,4.8,124,"Nephrology, Oncology",16,"CGHS, PMSSY, NUHM, MoHFW, NRHM"
Hospital #607,Bangalore,Karnataka,Bangalore Urban,4378.0,13.14128466659276,77.57335498576317,4.3,283,"Dermatology, Orthopedics",16,"NUHM, CGHS, AB-PMJAY, OPD, AIIMS, NHA"
Hospital #608,Bangalore,Karnataka,Bangalore Urban,4378.0,12.901903982745672,77.60182655401017,4.2,1759,"General Surgery, Psychiatry",12,"NUHM, PMSSY, CGHS, AB-PMJAY, NRHM, AIIMS"
Hospital #609,Bangalore,Karnataka,Bangalore Urban,4378.0,12.910838473905166,77.63585215997043,4.5,11764,Ophthalmology,25,"NRHM, PMSSY, NHM, CGHS, OPD"
Hospital #610,Bangalore,Karnataka,Bangalore Urban,4378.0,13.00640857371953,77.55315842126029,4.1,943,"Pediatrics, General Surgery",17,"AIIMS, NHM, OPD, NHA, CGHS"
Hospital #611,Bangalore,Karnataka,Bangalore Urban,4378.0,13.1143881779992,77.54372856883349,3.9,1176,Gynecology,28,"NUHM, PMSSY, AIIMS, OPD, CGHS, NRHM"
Hospital #612,Bangalore,Karnataka,Bangalore Urban,4378.0,13.107863478109524,77.62891473429013,3.0,57,"Orthopedics, Psychiatry",24,"NHA, MoHFW, CGHS, NUHM, NHM, OPD"
Hospital #613,Bangalore,Karnataka,Bangalore Urban,4378.0,13.01308814114044,77.52111569586584,4.7,1785,Cardiology,9,"NHA, NHM, OPD, PMSSY, NRHM"
Hospital #614,Bangalore,Karnataka,Bangalore Urban,4378.0,12.922576042344204,77.53954630218468,4.7,5215,Pediatrics,32,"NHM, MoHFW, NRHM, NUHM, AB-PMJAY"
Hospital #615,Bangalore,Karnataka,Bangalore Urban,4378.0,13.096699856590728,77.57217001786016,4.6,1810,"General Surgery, Nephrology",15,"PMSSY, NHM, CGHS, AIIMS, OPD, AB-PMJAY"
Hospital #616,Bangalore,Karnataka,Bangalore Urban,4378.0,12.97065537484738,77.59124273261762,3.7,725,"Nephrology, Ophthalmology",18,"NHM, PMSSY, OPD, AIIMS, MoHFW, NHA"
Hospital #617,Bangalore,Karnataka,Bangalore Urban,4378.0,13.007531620379892,77.50940092747689,4.2,201,"Orthopedics, Dermatology",18,"OPD, NHA, PMSSY, CGHS, NUHM"
Hospital #618,Bangalore,Karnataka,Bangalore Urban,4378.0,13.034130842503323,77.53672918961644,4.5,4337,"Neurology, Orthopedics",22,"NUHM, NRHM, NHM, AB-PMJAY, OPD, CGHS"
Hospital #619,Bangalore,Karnataka,Bangalore Urban,4378.0,13.106888363943575,77.58252498707398,3.6,54,"Neurology, Dermatology",9,"OPD, NHM, MoHFW, PMSSY, CGHS"
Hospital #620,Bangalore,Karnataka,Bangalore Urban,4378.0,13.111724352061024,77.53528237923315,4.1,175,"Ophthalmology, Cardiology",20,"PMSSY, AB-PMJAY, AIIMS, NHM, NUHM"
Hospital #621,Bangalore,Karnataka,Bangalore Urban,4378.0,13.003438626515376,77.5255203144611,4.2,466,"Endocrinology, Orthopedics",6,"AIIMS, NRHM, CGHS, MoHFW, NUHM"
Hospital #622,Bangalore,Karnataka,Bangalore Urban,4378.0,13.23647435542561,77.57532415013375,4.9,2,Oncology,42,"NHA, PMSSY, NHM, AIIMS, MoHFW"
Hospital #623,Bangalore,Karnataka,Bangalore Urban,4378.0,13.075908146041565,77.57947555311395,4.4,1208,"Endocrinology, Gynecology",17,"PMSSY, AIIMS, AB-PMJAY, CGHS, NUHM"
Hospital #624,Bangalore,Karnataka,Bangalore Urban,4378.0,12.991685536194698,77.53164672881918,4.3,1141,Endocrinology,9,"MoHFW, CGHS, NUHM, NHM, OPD"
Hospital #625,Bangalore,Karnataka,Bangalore Urban,4378.0,12.971732349902716,77.53164150900064,4.4,972,Nephrology,11,"OPD, PMSSY, NUHM, AB-PMJAY, MoHFW"
Hospital #626,Bangalore,Karnataka,Bangalore Urban,4378.0,12.876044596879314,77.49950706079221,4.1,1878,"General Surgery, Oncology",20,"AIIMS, CGHS, MoHFW, NHA, OPD"
Hospital #627,Bangalore,Karnataka,Bangalore Urban,4378.0,12.864023191387323,77.56950116892168,4.3,458,Cardiology,14,"NHA, NHM, PMSSY, AB-PMJAY, NUHM"
Hospital #628,Bangalore,Karnataka,Bangalore Urban,4378.0,13.299094245688494,77.58676781051778,2.3,103,Orthopedics,35,"OPD, NHA, AB-PMJAY, NHM, CGHS, PMSSY"
Hospital #629,Bangalore,Karnataka,Bangalore Urban,4378.0,13.005271459458456,77.51672749675302,3.6,138,Ophthalmology,11,"PMSSY, NUHM, NRHM, NHA, AB-PMJAY, NHM"
Hospital #630,Bangalore,Karnataka,Bangalore Urban,4378.0,12.951842726205196,77.564985056222,3.7,803,"Psychiatry, Pulmonology",1,"MoHFW, PMSSY, OPD, NUHM, AB-PMJAY, NHM"
Hospital #631,Bangalore,Karnataka,Bangalore Urban,4378.0,13.10484677113222,77.63496995510036,4.3,1916,"General Surgery, Dermatology",7,"PMSSY, CGHS, AB-PMJAY, NUHM, NRHM, NHA"
Hospital #632,Bangalore,Karnataka,Bangalore Urban,4378.0,13.074050496619368,77.52227221380977,3.2,52,"Neurology, Gastroenterology",26,"AB-PMJAY, NRHM, NUHM, PMSSY, CGHS"
